"","plot","mortality"
"735","MS1_sbs_1435_5257",4
"736","MS1_sbs_1441_5257",10
"737","MS1_sbs_1442_5257",8
"738","MS1_sbs_1447_5257",16
"739","MS1_sbs_1449_5257",8
"740","MS1_sbs_1450_5455",4
"741","MS1_sbs_1453_5257",15
"742","MS1_sbs_1455_5455",9
"743","MS1_sbs_1456_5257",7
"744","MS1_sbs_1458_5257",16
"745","MS1_sbs_1459_5257",2
"746","MS1_sbs_1461_5257",13
"747","MS1_sbs_1463_5257",12
"748","MS1_sbs_1465_5455",1
"749","MS1_sbs_1466_5455",5
"750","MS1_sbs_1468_5257",9
"751","MS1_sbs_1470_5257",17
"752","MS1_sbs_1473_5257",14
"753","MS1_sbs_1474_5257",5
"754","MS1_sbs_1476_5257",2
"755","MS1_sbs_1477_5455",2
"756","MS1_sbs_1478_5257",13
"757","MS1_sbs_1480_5257",9
"758","MS1_sbs_1484_5257",1
"759","MS1_sbs_1486_5257",7
"760","MS1_sbs_1488_5257",18
"761","MS1_sbs_1491_5455",7
"762","MS1_sbs_1495_5257",7
"763","MS1_sbs_1496_5455",1
"764","MS1_sbs_1499_5257",0
"765","MS1_sbs_1501_5257",6
"766","MS1_sbs_1502_5257",12
"767","MS1_sbs_1503_5455",3
"768","MS1_sbs_1504_5257",12
"769","MS1_sbs_1505_5257",14
"770","MS1_sbs_1507_5455",1
"771","MS1_sbs_1509_5257",3
"772","MS1_sbs_1510_5455",2
"773","MS1_sbs_1511_5257",14
"774","MS1_sbs_1515_5455",5
"775","MS1_sbs_1517_5455",0
"776","MS1_sbs_1518_5455",7
"777","MS1_sbs_1520_5257",8
"778","MS1_sbs_1522_5455",8
"779","MS1_sbs_1524_5257",16
"780","MS1_sbs_1525_5257",9
"781","MS1_sbs_1526_5257",12
"782","MS1_sbs_1527_5257",8
"783","MS1_sbs_1528_5257",19
"784","MS1_sbs_1530_5257",16
"785","MS1_sbs_1531_5257",2
"786","MS1_sbs_1532_5257",12
"787","MS1_sbs_1533_5257",8
"788","MS1_sbs_1534_5257",11
"789","MS1_sbs_1535_5257",17
"790","MS1_sbs_1537_5257",10
"791","MS1_sbs_1538_5257",17
"792","MS1_sbs_1539_5455",16
"793","MS1_sbs_1540_5257",1
"794","MS1_sbs_1541_5455",20
"795","MS1_sbs_1542_5257",15
"796","MS1_sbs_1544_5455",14
"797","MS1_sbs_1545_5455",15
"798","MS1_sbs_1546_5455",10
"799","MS1_sbs_1547_5455",11
"800","MS1_sbs_1548_5455",8
"801","MS1_sbs_1549_5257",13
"802","MS1_sbs_1550_5257",8
"803","MS1_sbs_1551_5257",9
"804","MS1_sbs_1552_5257",10
"805","MS1_sbs_1553_5455",7
"806","MS1_sbs_1555_5455",13
"807","MS1_sbs_1558_5455",20
"808","MS1_sbs_1561_5257",6
"809","MS1_sbs_1563_5455",8
"810","MS1_sbs_1565_5455",7
"811","MS1_sbs_1569_5257",13
"812","MS1_sbs_1570_5257",17
"813","MS1_sbs_1571_5257",4
"814","MS1_sbs_1572_5455",1
"815","MS1_sbs_1574_5455",7
"816","MS1_sbs_1575_5455",3
"817","MS1_sbs_1576_5257",3
"818","MS1_sbs_1580_5455",7
"819","MS1_sbs_1581_5257",5
"820","MS1_sbs_1583_5257",12
"821","MS1_sbs_1586_5257",8
"822","MS1_sbs_1589_5455",7
"823","MS1_sbs_1590_5257",16
"824","MS1_sbs_1591_5455",6
"825","MS1_sbs_1592_5257",19
"826","MS1_sbs_1593_5257",4
"827","MS1_sbs_1598_5257",11
"828","MS1_sbs_1600_5257",17
"829","MS1_sbs_1602_5257",6
"830","MS1_sbs_1603_5257",2
"831","MS1_sbs_1607_5257",1
"832","MS1_sbs_1608_5257",8
"833","MS1_sbs_1610_5257",15
"834","MS1_sbs_1611_5257",5
"835","MS1_sbs_1612_5455",13
"836","MS1_sbs_1615_5257",9
"837","MS1_sbs_1617_5257",5
"838","MS1_sbs_1618_5257",12
"839","MS1_sbs_1620_5257",13
"840","MS1_sbs_1621_5257",20
"841","MS1_sbs_1622_5257",13
"842","MS1_sbs_1623_5455",13
"843","MS1_sbs_1624_5455",12
"844","MS1_sbs_1632_5455",5
"845","MS1_sbs_1633_5257",20
"846","MS1_sbs_1638_5257",7
"847","MS1_sbs_1639_5257",9
"848","MS1_sbs_1643_5257",20
"849","MS1_sbs_1645_5257",1
"850","MS1_sbs_1646_5257",19
"851","MS1_sbs_1651_5455",3
"852","MS1_sbs_1652_5455",2
"853","MS1_sbs_1653_5257",9
"854","MS1_sbs_1654_5257",10
"855","MS1_sbs_1661_5257",8
"856","MS1_sbs_1662_5257",0
"857","MS1_sbs_1663_5257",9
"858","MS1_sbs_1665_5257",9
"859","MS1_sbs_1666_5257",0
"860","MS1_sbs_1667_5257",11
"861","MS1_sbs_1670_5257",8
"862","MS1_sbs_1671_5257",17
"863","MS1_sbs_1672_5455",2
"864","MS1_sbs_1675_5257",12
"865","MS1_sbs_1678_5257",13
"866","MS1_sbs_1680_5257",9
"867","MS1_sbs_1681_5257",20
"868","MS1_sbs_1693_5455",19
"869","MS1_sbs_1695_5455",19
"870","MS1_sbs_1697_5257",18
"871","MS1_sbs_1699_5257",14
"872","MS1_sbs_1701_5455",7
"873","MS1_sbs_1703_5257",9
"874","MS1_sbs_1704_5257",11
"875","MS1_sbs_1708_5257",9
"876","MS1_sbs_1709_5257",17
"877","MS1_sbs_1714_5257",5
"878","MS1_sbs_1715_5257",5
"879","MS1_sbs_1716_5455",8
"880","MS1_sbs_1717_5257",8
"881","MS1_sbs_1718_5257",12
"882","MS1_sbs_1719_5257",13
"883","MS1_sbs_1721_5257",12
"884","MS1_sbs_1725_5257",19
"885","MS1_sbs_1726_5257",2
"886","MS1_sbs_1727_5257",19
"887","MS1_sbs_1728_5257",15
"888","MS1_sbs_1730_5257",7
"889","MS1_sbs_1731_5257",15
"890","MS1_sbs_1737_5257",18
"891","MS1_sbs_1741_5257",11
"892","MS1_sbs_1742_5257",8
"893","MS1_sbs_1745_5257",12
"894","MS1_sbs_1752_5257",15
"895","MS1_sbs_1753_5257",16
"896","MS1_sbs_1756_5257",17
"897","MS1_sbs_1757_5257",19
"898","MS1_sbs_1759_5257",16
